PUBLICATION,SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2022,29.983
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2023,30.835
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2030,36.13
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2035,38.426
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2040,39.866
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2050,41.293
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2023,30.835
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2030,34.454
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2035,35.231
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2040,35.157
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2050,33.509
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2023,30.835
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2030,32.82
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2035,32.359
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2040,31.359
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil: non-energy use,Total energy supply,EJ,World,2050,28.169
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2010,152.881
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2022,172.312
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2023,175.444
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2030,155.548
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2035,130.52
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2040,113.804
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Total energy supply,EJ,World,2050,93.53
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Total energy supply,EJ,World,2023,175.444
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Total energy supply,EJ,World,2030,137.801
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Total energy supply,EJ,World,2035,94.695
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Total energy supply,EJ,World,2040,65.611
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Total energy supply,EJ,World,2050,40.157
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Total energy supply,EJ,World,2023,175.444
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Total energy supply,EJ,World,2030,100.827
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Total energy supply,EJ,World,2035,51.069
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Total energy supply,EJ,World,2040,25.009
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Total energy supply,EJ,World,2050,14.676
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2010,151.011
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2022,168.95
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2023,171.784
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2030,151.417
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2035,126.164
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2040,109.422
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2050,89.393
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2023,171.784
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2030,133.625
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2035,87.482
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2040,56.228
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2050,27.737
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2023,171.784
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2030,95.318
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2035,41.463
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2040,13.404
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Total energy supply,EJ,World,2050,1.961
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2022,0.013
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2023,0.013
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2030,0.185
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2035,0.35
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2040,0.477
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2050,0.528
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2023,0.013
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2030,0.399
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2035,3.651
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2040,6.219
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2050,10.07
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2023,0.013
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2030,2.04
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2035,6.613
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2040,9.144
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal: with CCUS,Total energy supply,EJ,World,2050,11.238
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2010,199.942
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2022,248.678
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2023,254.913
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2030,275.319
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2035,285.846
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2040,301.553
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Power sector inputs,EJ,World,2050,334.232
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Power sector inputs,EJ,World,2023,254.913
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Power sector inputs,EJ,World,2030,270.749
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Power sector inputs,EJ,World,2035,284.968
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Power sector inputs,EJ,World,2040,314.02
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Power sector inputs,EJ,World,2050,377.779
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,World,2023,254.913
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,World,2030,265.724
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,World,2035,285.993
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,World,2040,329.156
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,World,2050,408.426
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2010,20.133
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2022,41.043
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2023,43.156
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2030,78.051
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2035,107.628
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2040,135.724
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,World,2050,181.949
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,World,2023,43.156
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,World,2030,88.063
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,World,2035,134.293
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,World,2040,180.033
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,World,2050,255.274
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,World,2023,43.156
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,World,2030,103.696
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,World,2035,172.006
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,World,2040,232.094
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,World,2050,310.802
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2010,0.115
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2022,4.66
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2023,5.805
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2030,23.227
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2035,38.48
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2040,53.684
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2050,77.606
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2023,5.805
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2030,27.043
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2035,49.221
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2040,71.336
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2050,104.387
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2023,5.805
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2030,33.165
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2035,63.523
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2040,89.445
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,World,2050,122.649
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2010,1.232
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2022,7.631
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2023,8.408
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2030,18.086
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2035,27.126
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2040,34.172
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,World,2050,44.45
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,World,2023,8.408
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,World,2030,21.376
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,World,2035,34.374
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,World,2040,45.841
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,World,2050,65.842
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,World,2023,8.408
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,World,2030,25.609
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,World,2035,45.39
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,World,2040,62.255
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,World,2050,86.184
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2010,12.439
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2022,15.661
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2023,15.295
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2030,17.446
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2035,18.685
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2040,20.058
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,World,2050,23.037
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,World,2023,15.295
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,World,2030,18.012
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,World,2035,19.803
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,World,2040,21.82
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,World,2050,25.316
