SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,YEAR,VALUE
Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,2023,254.913
Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,2030,265.724
Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,2035,285.993
Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,2040,329.156
Net Zero Emissions by 2050 Scenario,Energy,Total,Power sector inputs,EJ,2050,408.426
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2010,20.133
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2022,41.043
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2023,43.156
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2030,78.051
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2035,107.628
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2040,135.724
Stated Policies Scenario,Energy,Renewables,Power sector inputs,EJ,2050,181.949
Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,2023,43.156
Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,2030,88.063
Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,2035,134.293
Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,2040,180.033
Announced Pledges Scenario,Energy,Renewables,Power sector inputs,EJ,2050,255.274
Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,2023,43.156
Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,2030,103.696
Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,2035,172.006
Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,2040,232.094
Net Zero Emissions by 2050 Scenario,Energy,Renewables,Power sector inputs,EJ,2050,310.802
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2010,0.115
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2022,4.66
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2023,5.805
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2030,23.227
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2035,38.48
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2040,53.684
Stated Policies Scenario,Energy,Solar PV,Power sector inputs,EJ,2050,77.606
Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,2023,5.805
Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,2030,27.043
Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,2035,49.221
Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,2040,71.336
Announced Pledges Scenario,Energy,Solar PV,Power sector inputs,EJ,2050,104.387
Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,2023,5.805
Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,2030,33.165
Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,2035,63.523
Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,2040,89.445
Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Power sector inputs,EJ,2050,122.649
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2010,1.232
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2022,7.631
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2023,8.408
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2030,18.086
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2035,27.126
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2040,34.172
Stated Policies Scenario,Energy,Wind,Power sector inputs,EJ,2050,44.45
Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,2023,8.408
Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,2030,21.376
Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,2035,34.374
Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,2040,45.841
Announced Pledges Scenario,Energy,Wind,Power sector inputs,EJ,2050,65.842
Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,2023,8.408
Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,2030,25.609
Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,2035,45.39
Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,2040,62.255
Net Zero Emissions by 2050 Scenario,Energy,Wind,Power sector inputs,EJ,2050,86.184
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2010,12.439
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2022,15.661
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2023,15.295
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2030,17.446
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2035,18.685
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2040,20.058
Stated Policies Scenario,Energy,Hydro,Power sector inputs,EJ,2050,23.037
Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,2023,15.295
Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,2030,18.012
Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,2035,19.803
Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,2040,21.82
Announced Pledges Scenario,Energy,Hydro,Power sector inputs,EJ,2050,25.316
Net Zero Emissions by 2050 Scenario,Energy,Hydro,Power sector inputs,EJ,2023,15.295
Net Zero Emissions by 2050 Scenario,Energy,Hydro,Power sector inputs,EJ,2030,19.456
Net Zero Emissions by 2050 Scenario,Energy,Hydro,Power sector inputs,EJ,2035,22.413
Net Zero Emissions by 2050 Scenario,Energy,Hydro,Power sector inputs,EJ,2040,24.913
Net Zero Emissions by 2050 Scenario,Energy,Hydro,Power sector inputs,EJ,2050,27.797
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2010,3.993
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2022,9.346
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2023,9.735
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2030,13.748
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2035,15.502
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2040,17.293
Stated Policies Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2050,21.353
Announced Pledges Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2023,9.735
Announced Pledges Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2030,15.194
Announced Pledges Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2035,20.097
Announced Pledges Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2040,24.942
Announced Pledges Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2050,32.32
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2023,9.735
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2030,15.818
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2035,23.622
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2040,30.306
Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy and renewable waste,Power sector inputs,EJ,2050,36.265
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2010,0
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2022,0
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2023,0
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2030,0.112
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2035,0.292
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2040,0.362
Stated Policies Scenario,Energy,Hydrogen,Power sector inputs,EJ,2050,0.365
Announced Pledges Scenario,Energy,Hydrogen,Power sector inputs,EJ,2023,0
Announced Pledges Scenario,Energy,Hydrogen,Power sector inputs,EJ,2030,0.491
Announced Pledges Scenario,Energy,Hydrogen,Power sector inputs,EJ,2035,1.35
Announced Pledges Scenario,Energy,Hydrogen,Power sector inputs,EJ,2040,1.809
Announced Pledges Scenario,Energy,Hydrogen,Power sector inputs,EJ,2050,2.457
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power sector inputs,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power sector inputs,EJ,2030,2.011
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power sector inputs,EJ,2035,3.621
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power sector inputs,EJ,2040,4.766
Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Power sector inputs,EJ,2050,5.342
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2010,0
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2022,0
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2023,0
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2030,0.031
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2035,0.094
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2040,0.182
Stated Policies Scenario,Energy,Ammonia,Power sector inputs,EJ,2050,0.253
Announced Pledges Scenario,Energy,Ammonia,Power sector inputs,EJ,2023,0
Announced Pledges Scenario,Energy,Ammonia,Power sector inputs,EJ,2030,0.05
Announced Pledges Scenario,Energy,Ammonia,Power sector inputs,EJ,2035,0.231
Announced Pledges Scenario,Energy,Ammonia,Power sector inputs,EJ,2040,0.471
Announced Pledges Scenario,Energy,Ammonia,Power sector inputs,EJ,2050,1.791
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Power sector inputs,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Power sector inputs,EJ,2030,0.518
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Power sector inputs,EJ,2035,1.475
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Power sector inputs,EJ,2040,1.852
Net Zero Emissions by 2050 Scenario,Energy,Ammonia,Power sector inputs,EJ,2050,1.9
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2010,30.091
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2022,29.309
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2023,30.193
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2030,35.845
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2035,41.169
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2040,44.664
Stated Policies Scenario,Energy,Nuclear,Power sector inputs,EJ,2050,49.205
Announced Pledges Scenario,Energy,Nuclear,Power sector inputs,EJ,2023,30.193
Announced Pledges Scenario,Energy,Nuclear,Power sector inputs,EJ,2030,38.587
Announced Pledges Scenario,Energy,Nuclear,Power sector inputs,EJ,2035,49.381
Announced Pledges Scenario,Energy,Nuclear,Power sector inputs,EJ,2040,59.01
Announced Pledges Scenario,Energy,Nuclear,Power sector inputs,EJ,2050,69.093
Net Zero Emissions by 2050 Scenario,Energy,Nuclear,Power sector inputs,EJ,2023,30.193
Net Zero Emissions by 2050 Scenario,Energy,Nuclear,Power sector inputs,EJ,2030,43.975
Net Zero Emissions by 2050 Scenario,Energy,Nuclear,Power sector inputs,EJ,2035,58.988
Net Zero Emissions by 2050 Scenario,Energy,Nuclear,Power sector inputs,EJ,2040,70.191
Net Zero Emissions by 2050 Scenario,Energy,Nuclear,Power sector inputs,EJ,2050,78.434
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2010,46.707
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2022,56.461
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2023,57.154
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2030,57.64
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2035,55.611
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2040,53.578
Stated Policies Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2050,52.089
Announced Pledges Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2023,57.154
Announced Pledges Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2030,52.749
Announced Pledges Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2035,43.333
Announced Pledges Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2040,36.482
Announced Pledges Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2050,25.92
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2023,57.154
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2030,53.206
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2035,25.568
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2040,11.194
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: unabated,Power sector inputs,EJ,2050,1.901
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2010,0
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2022,0
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2023,0
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2030,0.026
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2035,0.157
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2040,0.374
Stated Policies Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2050,0.592
Announced Pledges Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2023,0
Announced Pledges Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2030,0.063
Announced Pledges Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2035,0.421
Announced Pledges Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2040,0.825
Announced Pledges Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2050,1.439
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2023,0
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2030,0.293
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2035,1.365
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2040,2.359
Net Zero Emissions by 2050 Scenario,Energy,Natural gas: with CCUS,Power sector inputs,EJ,2050,2.855
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2010,10.897
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2022,8.898
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2023,8.398
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2030,4.378
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2035,3.448
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2040,2.622
Stated Policies Scenario,Energy,Oil,Power sector inputs,EJ,2050,1.533
Announced Pledges Scenario,Energy,Oil,Power sector inputs,EJ,2023,8.398
Announced Pledges Scenario,Energy,Oil,Power sector inputs,EJ,2030,3.502
Announced Pledges Scenario,Energy,Oil,Power sector inputs,EJ,2035,2.378
Announced Pledges Scenario,Energy,Oil,Power sector inputs,EJ,2040,1.596
Announced Pledges Scenario,Energy,Oil,Power sector inputs,EJ,2050,0.851
Net Zero Emissions by 2050 Scenario,Energy,Oil,Power sector inputs,EJ,2023,8.398
Net Zero Emissions by 2050 Scenario,Energy,Oil,Power sector inputs,EJ,2030,2.202
Net Zero Emissions by 2050 Scenario,Energy,Oil,Power sector inputs,EJ,2035,0.844
Net Zero Emissions by 2050 Scenario,Energy,Oil,Power sector inputs,EJ,2040,0.219
Net Zero Emissions by 2050 Scenario,Energy,Oil,Power sector inputs,EJ,2050,0.003
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2010,91.127
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2022,111.667
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2023,114.775
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2030,98.103
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2035,76.275
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2040,62.736
Stated Policies Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2050,46.906
Announced Pledges Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2023,114.775
Announced Pledges Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2030,86.113
Announced Pledges Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2035,50.245
Announced Pledges Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2040,28.814
Announced Pledges Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2050,13.445
Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2023,114.775
Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2030,57.712
Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2035,17.333
Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2040,0.179
Net Zero Emissions by 2050 Scenario,Energy,Coal: unabated,Power sector inputs,EJ,2050,0.001
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2010,0
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2022,0.006
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2023,0.006
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2030,0.041
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2035,0.198
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2040,0.317
Stated Policies Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2050,0.328
Announced Pledges Scenario,Energy,Coal: with CCUS,Power sector inputs,EJ,2023,0.006
